family	harness	flags	expected	tier	time_s	notes
int-arith	proofs::spot_int4mod_bneg1	-Z c-ffi -Z stubbing --c-lib c/pg_int_arith.c --solver kissat --exact	green	unmeasured	?	concrete divisor spot; name repaired
int-arith	proofs::spot_int4mod_b1	-Z c-ffi -Z stubbing --c-lib c/pg_int_arith.c --solver kissat --exact	green	unmeasured	?	concrete divisor spot; name repaired
int-arith	proofs::spot_int8mod_b0	-Z c-ffi -Z stubbing --c-lib c/pg_int_arith.c --solver kissat --exact	green	unmeasured	?	concrete divisor spot; name repaired
int-arith	proofs::spot_int8mod_bneg1	-Z c-ffi -Z stubbing --c-lib c/pg_int_arith.c --solver kissat --exact	green	unmeasured	?	concrete divisor spot; name repaired
int-arith	proofs::spot_int8mod_b1	-Z c-ffi -Z stubbing --c-lib c/pg_int_arith.c --solver kissat --exact	green	unmeasured	?	concrete divisor spot; name repaired
int-arith	proofs::control_int4larger_vs_c_smaller	-Z c-ffi -Z stubbing --c-lib c/pg_int_arith.c --exact	must-fail	defect-witness	?	DEFAULT solver; name repaired
int-cmp	proofs::eq_int2eq	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int2ne	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int2lt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int2le	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int2gt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int2ge	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int4eq	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int4ne	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int4lt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int4le	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int4gt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int4ge	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int24eq	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int24ne	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int24lt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int24le	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int24gt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int24ge	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int42eq	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int42ne	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int42lt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int42le	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int42gt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int42ge	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int8eq	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int8ne	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int8lt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int8le	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int8gt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int8ge	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int84eq	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int84ne	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int84lt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int84le	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int84gt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int84ge	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int48eq	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int48ne	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int48lt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int48le	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int48gt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int48ge	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int82eq	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int82ne	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int82lt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int82le	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int82gt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int82ge	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int28eq	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int28ne	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int28lt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int28le	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int28gt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_int28ge	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_oideq	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_oidne	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_oidlt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_oidle	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_oidgt	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_oidge	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt 0.015-0.032s
int-cmp	proofs::eq_btint2cmp	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt
int-cmp	proofs::eq_btint4cmp	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt
int-cmp	proofs::eq_btint8cmp	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt
int-cmp	proofs::eq_btoidcmp	-Z c-ffi --c-lib c/pg_intcmp.c --exact --solver kissat	green	per-commit	0.03	results.txt
int-cmp	proofs::neg_control_int4lt_is_not_le	-Z c-ffi --c-lib c/pg_intcmp.c --exact	must-fail	defect-witness	0.01	DEFAULT solver; failed as designed
interval-cmp	eq_interval_eq_m0	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_eq_band	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_eq_spots	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_ne_m0	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_ne_band	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_ne_spots	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_lt_m0	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_lt_band	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_lt_spots	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_gt_m0	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_gt_band	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_gt_spots	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_le_m0	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_le_band	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_le_spots	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_ge_m0	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_ge_band	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_ge_spots	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_cmp_m0	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_cmp_band	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_cmp_spots	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_smaller_m0	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_smaller_band	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_smaller_spots	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_larger_m0	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_larger_band	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	eq_interval_larger_spots	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	unmeasured	?	no recorded per-harness time
interval-cmp	cal_interval_cmp_band1e6	-Z c-ffi --c-lib c/pg_interval_cmp.c --solver kissat	green	calibration	34	calibration harness, NOT standing
interval-cmp	control_interval_lt_vs_c_le	-Z c-ffi --c-lib c/pg_interval_cmp.c	must-fail	defect-witness	?	DEFAULT solver
intout	eq_itoa_i16_small	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	eq_itoa_i16_big	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	cover_itoa_i16_split	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	eq_ultoa_n_u32_r1_lt1e4	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	eq_ultoa_n_u32_d7a	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	eq_ultoa_n_u32_d7b	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	cover_ultoa_n_u32_split	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	eq_ultoa_n_u32_spots	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	eq_ltoa_i32_abs_lt1e6	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	eq_ltoa_i32_spots	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	eq_ulltoa_n_u64_r1_lt1e4	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	eq_ulltoa_n_u64_d5	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	eq_ulltoa_n_u64_d6	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	eq_ulltoa_n_u64_d7a	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	eq_ulltoa_n_u64_d7b	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	cover_ulltoa_n_u64_split	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	eq_ulltoa_n_u64_spots	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	eq_lltoa_i64_neg_1e6	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	eq_lltoa_i64_pos_1e6	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	cover_lltoa_i64_split	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	eq_lltoa_i64_spots	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	unmeasured	?	split to stay in 10s budget
intout	eq_ultoa_n_u32_d5	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	per-commit	4.1	
intout	eq_ultoa_n_u32_d6	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	green	per-commit	6.6	
intout	wall_probe_ultoa_n_u32_d8a	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	wall-recorded	calibration	?	>30s WALL; not in run-all.sh
intout	wall_probe_ultoa_n_u32_d8b	-Z c-ffi --c-lib c/pg_intout.c --solver kissat	wall-recorded	calibration	28.2	GREEN once 28.2s, boundary-flaky; not standing
intout	control_intout_mismatch	-Z c-ffi --c-lib c/pg_intout.c	must-fail	defect-witness	?	run manually; DEFAULT solver by convention
json-escape	census_len1_with_len	-Z c-ffi --c-lib c/pg_escape.c --solver kissat	wall-recorded	calibration	?	wall(memory >6GiB prop-reduction, both solvers; symex wall BROKEN by mcx-stubs+grow 2026-07-28); census stands tested(differential)
json-escape	census_len2_with_len	-Z c-ffi --c-lib c/pg_escape.c --solver kissat	wall-recorded	calibration	?	wall(memory >6GiB prop-reduction, both solvers; symex wall BROKEN by mcx-stubs+grow 2026-07-28); census stands tested(differential)
json-escape	census_len3_with_len	-Z c-ffi --c-lib c/pg_escape.c --solver kissat	wall-recorded	calibration	?	wall(memory >6GiB prop-reduction, both solvers; symex wall BROKEN by mcx-stubs+grow 2026-07-28); census stands tested(differential)
json-escape	census_len4_with_len	-Z c-ffi --c-lib c/pg_escape.c --solver kissat	wall-recorded	calibration	?	wall(memory >6GiB prop-reduction, both solvers; symex wall BROKEN by mcx-stubs+grow 2026-07-28); census stands tested(differential)
json-escape	census_len1_cstr	-Z c-ffi --c-lib c/pg_escape.c --solver kissat	wall-recorded	calibration	?	symbolic cstr witness memory-walled; NUL-truncation class now machine-checked by control_cstr_nul_concrete_must_fail
json-escape	census_len1_cstr_r2	-Z c-ffi --c-lib c/pg_escape.c --solver kissat	wall-recorded	calibration	?	memory-walled (prop-reduction >6GiB), 2026-07-28 rig
jsonb-probe	eq_typeof_array_n0	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	default solver per run-all.sh (recipe of record; kissat was an exploration workaround, reconciled 2026-07-28)
jsonb-probe	eq_typeof_array_n1	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	default solver per run-all.sh (recipe of record; kissat was an exploration workaround, reconciled 2026-07-28)
jsonb-probe	eq_typeof_array_n2	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	default solver per run-all.sh (recipe of record; kissat was an exploration workaround, reconciled 2026-07-28)
jsonb-probe	eq_typeof_object_n0	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	default solver per run-all.sh (recipe of record; kissat was an exploration workaround, reconciled 2026-07-28)
jsonb-probe	eq_typeof_object_n1	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	default solver per run-all.sh (recipe of record; kissat was an exploration workaround, reconciled 2026-07-28)
jsonb-probe	eq_typeof_object_n2	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	default solver per run-all.sh (recipe of record; kissat was an exploration workaround, reconciled 2026-07-28)
jsonb-probe	eq_array_element_n0	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	default solver per run-all.sh (recipe of record; kissat was an exploration workaround, reconciled 2026-07-28)
jsonb-probe	eq_array_element_n1	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	default solver per run-all.sh (recipe of record; kissat was an exploration workaround, reconciled 2026-07-28)
jsonb-probe	eq_array_element_n2	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	default solver per run-all.sh (recipe of record; kissat was an exploration workaround, reconciled 2026-07-28)
jsonb-probe	eq_array_element_n3	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	default solver per run-all.sh (recipe of record; kissat was an exploration workaround, reconciled 2026-07-28)
jsonb-probe	eq_array_element_raw	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	default solver per run-all.sh (recipe of record; kissat was an exploration workaround, reconciled 2026-07-28)
jsonb-probe	eq_exists_array_n0	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	default solver per run-all.sh (recipe of record; kissat was an exploration workaround, reconciled 2026-07-28)
jsonb-probe	eq_typeof_scalar	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_arraylen_array_n0	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_arraylen_array_n3	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_arraylen_scalar	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_arraylen_object_n0	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_arraylen_object_n2	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_object_field_n0	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_object_field_n1	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_object_field_n2_eqlen	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_object_field_n2_mixlen	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_object_field_n3	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_exists_object_n0	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_exists_object_n1	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_exists_object_n2_eqlen	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_exists_object_n2_mixlen	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_exists_object_n3	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_exists_array_n1	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_exists_array_n2	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_exists_array_n3	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_exists_array_raw	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_cmp_bool_0_0	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_cmp_bool_1_1	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_cmp_bool_2_2	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_cmp_bool_1_2	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_cmp_bool_raw_vs_arr	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_cmp_bool_raw_raw	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_cmp_string_1_1	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_cmp_string_2_2	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_cmp_obj_obj_0_0	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
jsonb-probe	eq_cmp_obj_obj_1_1	-Z c-ffi -Z stubbing --c-lib c/pg_jsonb.c	green	unmeasured	?	DEFAULT solver (run scripts, measured; module doc stale)
